Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Luxembourg;1.777104616;1.571361542;1.592555285;1.625626564;1.747320056;1.721773505;1.748484015;1.672071934;1.629902482;1.65443325;1.72407794;1.692345738;1.683146834;1.778221369
Latvia;0.568497837;0.685126245;0.480013371;0.558495283;0.623809874;0.708809972;0.698138297;0.838448524;0.889026761;0.958550274;1.08944416;1.005264163;0.903794527;1.043451786
Kosovo;;-0.329055101;-0.196505681;-0.485862672;-0.412111551;-0.583560288;-0.463484436;-0.35237509;-0.379492164;-0.31521982;-0.409691066;-0.417308211;-0.397694051;-0.428305268
Macao SAR, China;1.292861938;1.027619243;0.997715175;1.021443725;1.349698663;1.355443716;1.331899881;1.093719959;1.064193606;1.468456149;1.450001836;1.182225823;1.380820394;1.204365969
Morocco;-0.279850513;-0.15564397;-0.170450673;-0.175601617;-0.140478432;-0.10416279;-0.151641965;-0.059165228;-0.035124548;-0.074534334;-0.06205;-0.106201358;-0.193549201;-0.209295884
Monaco;;;;;;;;;;;;;;
Moldova;-0.74955976;-0.787277639;-0.820196986;-0.773072958;-0.558566391;-0.662610054;-0.618257999;-0.567913175;-0.409080684;-0.418404162;-0.65470165;-0.626880705;-0.527680397;-0.466520488
Madagascar;-0.353585511;-0.598682761;-0.46446842;-0.649809778;-0.802302122;-0.959636509;-1.032420993;-1.089096308;-1.131114483;-1.299321651;-1.285604358;-1.167727113;-1.139607191;-1.153121233
Maldives;0.202201158;0.129175186;0.075039901;-0.22930856;-0.440251678;-0.207130998;-0.305917919;-0.215160638;-0.322261244;-0.361664385;-0.375867337;-0.321406305;-0.451591313;-0.488494068
Mexico;0.068156756;0.09141323;0.168774441;0.187392384;0.175232351;0.162429854;0.307877719;0.342616528;0.345396012;0.19623448;0.209571272;0.131913558;-0.029903697;-0.153388038
Marshall Islands;-1.03987062;-1.15660274;-1.288389564;-1.304648995;-1.398362279;-1.281249881;-1.461914539;-1.440415382;-1.565799832;-1.558408737;-1.601155162;-1.566244125;-1.553340673;-1.554391146
North Macedonia;-0.328652352;-0.114726387;-0.211714402;-0.018986769;-0.051188748;-0.089965388;-0.107688405;-0.070141509;-0.052818637;0.131663471;0.118368775;0.103796698;0.147442922;0.090243079
Mali;-0.705910087;-0.738659382;-0.751085579;-0.773702204;-0.801333725;-0.864336312;-0.8222965;-0.996795297;-0.902868629;-1.099087954;-0.931030393;-0.992751062;-0.93672204;-1.004637957
Malta;0.822761059;1.025021791;1.206339955;1.279612303;1.173995137;1.192727447;1.195340633;1.247961402;1.257873297;1.028361678;0.850428402;0.9557845;1.004371881;0.968795955
Myanmar;-1.526451349;-1.453448772;-1.480535626;-1.530751467;-1.614052892;-1.617900491;-1.596834779;-1.481390595;-1.497101545;-1.279349566;-1.238595486;-0.976280332;-1.052140594;-1.068651795
Mongolia;-0.376411617;-0.484107584;-0.538825154;-0.528083265;-0.667409182;-0.571974576;-0.585729241;-0.636151254;-0.548481762;-0.43550086;-0.418760329;-0.098015137;-0.264701962;-0.233347699
Montenegro;0.354482442;-0.12773858;-0.222313598;-0.034991089;-0.021930059;0.090153858;0.098415978;0.130459979;0.160067886;0.265190095;0.155619308;0.131408334;0.175054565;0.131161496
Mozambique;-0.52441293;-0.624493182;-0.512809098;-0.511353195;-0.549707532;-0.582581103;-0.639411569;-0.630087018;-0.613269269;-0.722668052;-0.746303618;-0.863071024;-0.891744912;-0.874281287
Mauritania;-0.292215496;-0.874749839;-0.906792641;-0.977206707;-0.894957066;-0.9706828;-0.949555337;-0.909612894;-0.998631775;-0.991504014;-1.026887178;-0.771947205;-0.72822696;-0.726632476
Martinique;0.761682153;0.769911587;0.742445588;0.76356101;0.761760235;0.749144018;0.741333902;0.747314274;0.752769649;0.696860015;0.747374356;0.797189415;1.111245394;1.108839154
Mauritius;0.608683467;0.687562108;0.747074664;0.773971915;0.776170969;0.865875542;0.873426139;0.981690347;0.881920636;1.04363656;1.056993604;0.961162269;0.899445534;0.876084864
Malawi;-0.811675847;-0.859649718;-0.536915421;-0.545628965;-0.474432647;-0.410680771;-0.425391942;-0.478605866;-0.479915291;-0.628111243;-0.666212082;-0.725998461;-0.659525752;-0.728670537
Malaysia;1.09282279;1.267115116;1.238987446;1.108519197;0.983705997;1.120517969;1.021163225;0.919864178;0.999806523;1.115127206;0.948956072;0.86577493;0.82786417;1.075348139
Namibia;0.021889955;0.088733613;0.082765393;0.182826206;0.115910485;0.066118672;0.054062434;0.138661847;0.187224776;0.113697007;0.248184621;0.167301983;0.200239912;0.10644199
Niger;-0.772457004;-0.778280497;-0.776065826;-0.699199021;-0.652196288;-0.659278214;-0.622551024;-0.682663262;-0.720928311;-0.696187019;-0.654619575;-0.633493423;-0.704237103;-0.766042531
Nigeria;-0.892764151;-0.971368372;-1.042837501;-0.976837873;-1.214643955;-1.165138245;-1.096175432;-0.99647665;-0.992039919;-1.186016917;-0.958807588;-1.087536216;-1.012331605;-1.022590756
Nicaragua;-0.816867411;-0.876923144;-0.937262535;-0.906190574;-0.962114871;-0.962199688;-0.901401162;-0.894955456;-0.81668216;-0.837903082;-0.815905511;-0.688588798;-0.629787445;-0.802469909
Niue;;;;;-0.983849704;-1.011446714;-0.973071098;-0.998810053;-0.994047165;;;;;
