Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Moldova;-0.668492496;-0.642134786;-0.659459949;-0.631422997;-0.699160635;-0.673109412;-0.620218456;-0.613747001;-0.754640102;-0.850617647;-0.91125226;-0.951689363;-0.798637331;-0.726832509
Madagascar;-0.073284127;-0.185823798;-0.190226272;-0.266191512;-0.339067012;-0.428686351;-0.479339272;-0.665139675;-0.753961802;-0.840408504;-0.851297975;-0.907302856;-1.050774932;-1.000645041
Maldives;-0.440761149;-0.599771917;-0.856624663;-0.818125129;-0.666999638;-0.547903776;-0.554829001;-0.702797234;-0.747776449;-0.376612514;-0.479389578;-0.66619879;-0.78760308;-0.893105865
Mexico;-0.271010846;-0.26116991;-0.272644699;-0.244697183;-0.301022351;-0.361549228;-0.402119815;-0.411823899;-0.512010515;-0.761708796;-0.7659356;-0.719606936;-0.927999139;-0.854427576
Marshall Islands;-0.464616805;-0.554774523;-0.609831393;-0.566738784;-0.34469685;-0.334661514;-0.332054883;-0.263902456;-0.037892591;-0.107749835;-0.115136079;-0.051144022;0.00155793;-0.074093878
North Macedonia;-0.448849201;-0.36724925;-0.359062135;-0.191658124;-0.131822348;-0.080910765;-0.090926662;-0.040916126;-0.045406707;-0.022042822;-0.256080568;-0.285279334;-0.307229996;-0.364849657
Mali;-0.497532129;-0.481884509;-0.42532602;-0.529069066;-0.673907638;-0.677903056;-0.638599634;-0.825376272;-0.786114454;-0.745391548;-0.682847381;-0.654798508;-0.64226687;-0.6976493
Malta;0.824055374;1.010356903;1.023427129;0.997960448;0.772958219;0.790017307;0.766042888;0.94321835;0.983500004;0.851744354;0.900374472;0.721244872;0.739660442;0.579995453
Myanmar;-1.537206531;-1.657953024;-1.625107884;-1.616427541;-1.660424471;-1.67287612;-1.58677125;-1.063330889;-1.000095129;-0.882173955;-0.836185157;-0.62113899;-0.565270662;-0.588357687
Mongolia;-0.610975862;-0.584639847;-0.614851832;-0.661201;-0.758659959;-0.735194206;-0.692097485;-0.535075068;-0.47922805;-0.473792255;-0.491625845;-0.487202972;-0.451712847;-0.427831829
Montenegro;-0.348661274;-0.40189442;-0.330247968;-0.214513749;-0.196041316;-0.229357913;-0.198228329;-0.111505352;-0.251243651;-0.059193566;-0.131810814;-0.099220902;-0.08771655;0.022817332
Mozambique;-0.532481849;-0.617173553;-0.515408158;-0.492020696;-0.437340379;-0.446743071;-0.491076589;-0.568352997;-0.603516459;-0.672268331;-0.748858869;-0.875006914;-0.834379256;-0.780992508
