"Bacteria","Country","Region","Code","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Escherichia coli","Finland","Northern","FI",2011,0.024834437,18.5545,4549,51081.99767,8.96,19.33733374,50150,15.687,0.907,2.198592424,2.241137981,1.949498773,5388272
"Escherichia coli","France","Western","FR",2011,0.025747508,23.352,4933,43790.73205,11.2,10.22155136,44350,21.378,0.876,1.532393575,1.35914433,1.446996093,65342780
"Escherichia coli","Croatia","Southern","HR",2011,0.02342918,16.5239,1132,14566.63847,7.79,12.05216944,14000,44.678,0.817,0.063671045,0.561252236,0.217892975,4280622
"Escherichia coli","Hungary","Eastern","HU",2011,0.081953642,13.7978,1063,14150.96673,7.54,28.24357152,13170,30.642,0.823,0.399596125,0.674927473,0.764692008,9971727
"Escherichia coli","Ireland","Northern","IE",2011,0.035431235,19.209,5563,51848.90973,10.69,13.9069587,41900,38.258,0.894,1.562962532,1.455905318,1.755929351,4580084
"Escherichia coli","Iceland","Northern","IS",2011,0.008333333,19.8122,3867,47516.87469,8.25,18.47118735,37590,6.413,0.901,1.939585567,1.583260417,1.697877765,319014
"Escherichia coli","Italy","Southern","IT",2011,0.114046392,23.0974,3388,38599.06221,8.83,22.02690393,37900,31.556,0.875,0.181863904,0.377540648,0.466513753,59379449
"Escherichia coli","Lithuania","Northern","LT",2011,0.023809524,15.4814,925.5,14354.18838,6.5,28.22128236,13290,33.259,0.831,0.327106059,0.703799188,0.774957716,3028115
"Escherichia coli","Luxembourg","Western","LU",2011,0.028328612,23.3347,7165,115761.5077,6.11,10.87945402,76260,11.094,0.892,2.159843683,1.748484015,1.833190441,518347
"Escherichia coli","Latvia","Northern","LV",2011,0.084615385,10.7763,764.6,13832.39118,5.57,34.296754,13150,32.131,0.822,0.286647677,0.698138297,0.747023225,2059709
"Escherichia coli","Malta","Southern","MT",2011,0.091324201,20.0757,1960,22858.58609,8.56,33.16239417,21440,5.859,0.848,0.766042888,1.195340633,1.286828995,416268
"Escherichia coli","Netherlands","Western","NL",2011,0.022045454,10.1292,5555,54159.34661,10.23,9.482382983,54480,12.121,0.922,2.120604277,1.788898706,1.822073698,16693074
"Escherichia coli","Norway","Northern","NO",2011,0.012394865,16.1062,8900,100600.5624,8.78,15.20982683,90420,20.545,0.943,2.149326324,1.837559104,1.873943806,4953088
"Escherichia coli","Poland","Eastern","PL",2011,0.0374269,18.2179,866.1,13893.50926,6.23,23.96363318,12950,39.22,0.84,0.557022214,0.620748818,0.766173959,38063255
"Escherichia coli","Portugal","Southern","PT",2011,0.071919619,19.2262,2208,23186.91313,9.53,26.30024552,22720,38.833,0.827,1.112963796,0.947194099,1.02385664,10557560
"Escherichia coli","Romania","Eastern","RO",2011,0.1,26.4766,426.6,9104.995622,4.7,24.27583933,8660,46.04,0.798,-0.213255227,-0.328980565,0.056954619,20147528
"Escherichia coli","Sweden","Northern","SE",2011,0.014157014,13.8858,6387,60755.75955,10.67,15.0433436,56570,14.703,0.906,2.196956873,1.96506381,1.941077232,9449213
"Escherichia coli","Slovenia","Southern","SI",2011,0.038922156,11.8791,2145,25095.13263,8.57,12.19664216,24580,47.117,0.883,0.948806465,0.98951149,1.052851915,2052843
"Escherichia coli","United Kingdom","Northern","UK",2011,0.035564435,16.5041,3502,42038.57225,8.38,9.883193672,41070,18.43,0.899,1.616091013,1.558900833,1.650690675,63258810
"Escherichia coli","Austria","Western","AT",2012,0.023229779,12.1885,4966,48567.69529,10.2,18.67409199,50060,42.853,0.899,1.389730573,1.57587254,1.858178735,8429991
"Escherichia coli","Belgium","Western","BE",2012,0.019679787,23.9409,4615,44673.11588,10.27,17.73408204,47100,2.256,0.905,1.608068228,1.602476358,1.427129149,11106932
"Escherichia coli","Bulgaria","Eastern","BG",2012,0.159817352,16.1092,558.6,7393.189177,7.59,47.74680734,7430,27.025,0.786,-0.227857694,0.141888097,-0.085204966,7305888
"Escherichia coli","Cyprus","Southern","CY",2012,0.147727273,25.0928,1943,28912.15694,6.69,44.02578771,29680,32.739,0.852,1.251133919,1.391171932,1.099629998,1135046
"Escherichia coli","Czechia","Eastern","CZ",2012,0.043431826,15.663,1387,19729.87051,7.03,15.29148817,19350,26.803,0.865,0.272268176,0.928921938,1.041852593,10510785
"Escherichia coli","Germany","Western","DE",2012,0.031825796,13.6955,4755,43858.36306,10.78,14.11986351,46530,22.83,0.927,1.829577088,1.593369126,1.664947629,80425823
"Escherichia coli","Denmark","Northern","DK",2012,0.026258206,15.7027,6004,58507.50805,10.24,14.15904015,61650,12.858,0.924,2.381078959,1.984567404,1.873899817,5591572
"Escherichia coli","Estonia","Northern","EE",2012,0.016611296,10.3479,1013,17534.42154,5.83,21.51741236,16900,32.026,0.859,1.096038103,0.954537988,1.157106638,1322696
"Escherichia coli","Greece","Southern","EL",2012,0.106725146,28.1955,1968,22242.68193,8.88,30.13835847,23500,22.996,0.856,-0.189221814,0.319800168,0.426507235,11045011
"Escherichia coli","Spain","Southern","ES",2012,0.058396744,15.6555,2589,28324.42934,9.07,22.84075618,29520,21.098,0.873,1.128225803,1.120682478,1.064827085,46773055
"Escherichia coli","Finland","Northern","FI",2012,0.031406615,17.983,4411,47710.79022,9.3,18.69531572,48940,15.159,0.908,2.235261202,2.220477581,1.951503277,5413971
"Escherichia coli","France","Western","FR",2012,0.033421751,24.0061,4652,40874.70351,11.32,10.10120213,43380,21.122,0.878,1.455788136,1.340279341,1.454164147,65659809
"Escherichia coli","Croatia","Southern","HR",2012,0.027118644,18.2616,1030,13238.10193,7.79,11.47245094,13420,44.494,0.82,0.009865428,0.706691682,0.245607689,4267558
"Escherichia coli","Hungary","Eastern","HU",2012,0.105643994,12.996,961.1,12918.24752,7.47,29.39691842,12990,30.322,0.826,0.356334448,0.628841758,0.615284204,9920362
"Escherichia coli","Ireland","Northern","IE",2012,0.036371604,19.4568,5240,48917.89756,10.68,13.88725638,40590,38.058,0.899,1.463657618,1.547128439,1.734316707,4599533
"Escherichia coli","Iceland","Northern","IS",2012,0.014925373,19.6668,3707,45910.02055,8.2,18.57059449,40680,6.4,0.908,1.886239171,1.491027832,1.685005426,320716
"Escherichia coli","Italy","Southern","IT",2012,0.143232096,22.5146,3126,35053.52624,8.96,21.67975903,36200,31.316,0.874,0.066174991,0.42067042,0.403319508,59539717
"Escherichia coli","Lithuania","Northern","LT",2012,0.013215859,13.2688,896.9,14339.28787,6.29,31.8008393,14070,33.136,0.835,0.393993855,0.833409011,0.85041523,2987773
"Escherichia coli","Luxembourg","Western","LU",2012,0.026946108,23.1448,7097,106749.0136,6.57,10.4518801,75450,10.751,0.892,2.122711658,1.672071934,1.7989043,530946
"Escherichia coli","Latvia","Northern","LV",2012,0.065789474,10.9601,745.5,13850.64282,5.42,37.82342374,13850,32.103,0.825,0.245458975,0.838448524,0.785476744,2034319
"Escherichia coli","Malta","Southern","MT",2012,0.062200957,19.4984,1899,21916.41159,8.61,32.09076226,21650,5.789,0.854,0.94321835,1.247961402,1.344981909,420028
"Escherichia coli","Netherlands","Western","NL",2012,0.017754011,10.0884,5285,50073.00566,10.54,10.0906767,52930,11.412,0.921,2.117599487,1.813399553,1.861233473,16754962
"Escherichia coli","Norway","Northern","NO",2012,0.019400353,16.5331,8970,101524.1419,8.77,14.80008215,99220,20.126,0.942,2.256409407,1.909127474,1.958512545,5018573
"Escherichia coli","Poland","Eastern","PL",2012,0.060606061,19.8787,815.1,13145.53926,6.2,24.2740646,13300,39.346,0.836,0.663234055,0.675630391,0.780411541,38063164
"Escherichia coli","Portugal","Southern","PT",2012,0.091585309,18.7098,1919,20564.88986,9.35,28.17890942,21150,38.237,0.829,0.96023792,1.035027623,1.065502048,10514844
"Escherichia coli","Romania","Eastern","RO",2012,0.156424581,25.9402,401.7,8535.046876,4.72,22.42794037,8780,46.026,0.796,-0.263397515,-0.311950058,0.042129636,20058035
"Escherichia coli","Sweden","Northern","SE",2012,0.01770871,13.7087,6274,58037.82132,10.93,15.4042542,58930,14.38,0.908,2.312869072,1.957009554,1.951555252,9519374
"Escherichia coli","Slovenia","Southern","SI",2012,0.049657534,11.783,1975,22643.10025,8.76,12.4599658,23250,46.892,0.876,0.839746892,1.031650066,1.014998674,2057159
"Escherichia coli","United Kingdom","Northern","UK",2012,0.041958042,17.661,3493,42462.77157,8.29,9.715238214,41700,18.163,0.897,1.674152732,1.547542214,1.718675971,63700215
"Escherichia coli","Austria","Western","AT",2013,0.031235322,14.1696,5234,50716.70871,10.29,19.17125136,50700,42.664,0.896,1.55079484,1.588477135,1.851382136,8479823
"Escherichia coli","Belgium","Western","BE",2013,0.026768642,22.5706,4850,46744.66254,10.37,18.03226322,47880,2.211,0.908,1.673882127,1.607339144,1.43843472,11159407
"Escherichia coli","Bulgaria","Eastern","BG",2013,0.187165775,17.2952,600.3,7651.817881,7.87,47.10148871,7590,26.687,0.792,-0.267288208,0.157344475,-0.102405354,7265115
"Escherichia coli","Cyprus","Southern","CY",2013,0.203703704,23.9493,1920,27729.1927,6.9,43.09228957,27830,32.863,0.854,1.245758176,1.366624117,1.036581397,1143866
"Escherichia coli","Czechia","Eastern","CZ",2013,0.049441246,16.8961,1555,19916.01939,7.81,13.58585358,19270,26.71,0.874,0.228798985,0.891820014,1.039771318,10514272
"Escherichia coli","Germany","Western","DE",2013,0.026694434,14.4872,5094,46285.76407,10.93,13.27638924,47190,22.82,0.927,1.813810706,1.542519927,1.649499655,80645605
"Escherichia coli","Denmark","Northern","DK",2013,0.022297013,15.6578,6237,61191.1937,10.17,13.81007284,63200,12.708,0.926,2.404900789,1.992455125,1.900482297,5614932
"Escherichia coli","Estonia","Northern","EE",2013,0.032835821,10.3255,1144,19174.10073,6.01,22.60502726,18250,31.878,0.863,1.188760996,0.974775255,1.198479652,1317997
"Escherichia coli","Greece","Southern","EL",2013,0.102917342,27.99,1834,21874.8195,8.41,33.68635774,22540,22.645,0.858,-0.04531141,0.459202468,0.465021938,10965211
"Escherichia coli","Spain","Southern","ES",2013,0.058436075,16.1563,2629,29059.54795,9.02,23.98318201,29210,20.867,0.875,0.903092504,1.154522538,1.0205158,46620045
"Escherichia coli","Finland","Northern","FI",2013,0.031819497,16.9272,4307,49878.04324,8.67,19.33733374,49480,14.875,0.916,2.202126265,2.174288273,1.936688185,5438972
"Escherichia coli","France","Western","FR",2013,0.032379817,24.1306,4900,42592.93409,11.44,9.928711504,43780,20.865,0.882,1.329576135,1.48182869,1.426772714,65998687
"Escherichia coli","Croatia","Southern","HR",2013,0.034895314,17.6101,889.9,13642.19366,6.52,8.831276745,13550,44.294,0.825,0.12422023,0.701186359,0.291649491,4255689
"Escherichia coli","Hungary","Eastern","HU",2013,0.110014104,13.3688,990.6,13687.2461,7.26,28.38487625,13480,30.047,0.835,0.321602583,0.654968202,0.582692802,9893082
"Escherichia coli","Ireland","Northern","IE",2013,0.046830844,20.0484,5330,51590.18845,10.29,14.27645087,43480,37.859,0.908,1.538591504,1.485335708,1.731722951,4623816
"Escherichia coli","Iceland","Northern","IS",2013,0.00862069,19.4375,4031,49522.23659,8.22,18.25796515,46960,6.367,0.92,1.912273526,1.490048647,1.662147522,323764
"Escherichia coli","Italy","Southern","IT",2013,0.124597207,23.3234,3196,35549.9747,8.95,21.76292092,35550,31.021,0.873,0.05163566,0.458483517,0.402901322,60233948
"Escherichia coli","Lithuania","Northern","LT",2013,0.018691589,15.1148,958.9,15702.14306,6.14,32.82087147,15310,33.014,0.84,0.426032931,0.831737101,0.836003721,2957689
"Escherichia coli","Luxembourg","Western","LU",2013,0.021201413,23.1353,6522,113625.1329,5.67,11.06899157,75500,10.426,0.892,2.123356342,1.629902482,1.816298723,543360
"Escherichia coli","Latvia","Northern","LV",2013,0.037878788,11.3423,807.1,15041.17446,5.4,38.47148418,14930,32.075,0.834,0.328415573,0.889026761,0.767849863,2012647
"Escherichia coli","Malta","Southern","MT",2013,0.049586777,20.6661,2121,23837.27999,8.83,30.22222221,22710,5.721,0.861,0.983500004,1.257873297,1.333084106,425967
"Escherichia coli","Netherlands","Western","NL",2013,0.018847946,9.6108,5531,52184.06185,10.58,11.53488532,52950,10.813,0.924,2.046001911,1.78395927,1.8350811,16804432
"Escherichia coli","Norway","Northern","NO",2013,0.024907439,15.8313,9241,102913.4508,8.92,14.59419578,104330,19.714,0.946,2.294474602,1.884966731,1.980009913,5079623
"Escherichia coli","Poland","Eastern","PL",2013,0.050102249,20.4971,878.1,13781.06261,6.38,23.80160242,13530,39.471,0.851,0.596016347,0.722514808,0.819490671,38040196
"Escherichia coli","Portugal","Southern","PT",2013,0.081464873,16.0974,1959,21647.04181,9.09,26.9631058,21370,37.648,0.837,0.950478137,1.230732441,1.058801651,10457295
"Escherichia coli","Romania","Eastern","RO",2013,0.092465753,26.7645,495.2,9555.244217,5.19,20.17611563,9320,46.063,0.8,-0.18797645,-0.074424632,0.125015959,19983693
"Escherichia coli","Sweden","Northern","SE",2013,0.020439808,12.65,6723,61126.9432,11.09,15.53537697,61580,14.064,0.927,2.29162097,1.909026146,1.972878098,9600379
"Escherichia coli","Slovenia","Southern","SI",2013,0.04493464,11.907,2055,23496.60231,8.79,12.45486438,23230,46.668,0.884,0.729321599,1.013162732,1.000792265,2059953
"Escherichia coli","United Kingdom","Northern","UK",2013,0.043611324,18.3145,4208,43444.533,9.77,15.03525972,42740,17.898,0.914,1.699135184,1.495450616,1.705037713,64128273
"Escherichia coli","Austria","Western","AT",2014,0.026036016,12.0866,5386,51717.49594,10.37,19.09817606,50370,42.474,0.904,1.474734902,1.572585702,1.952464104,8546356
"Escherichia coli","Belgium","Western","BE",2014,0.039119804,22.3619,4944,47700.54036,10.41,17.49034077,47800,2.167,0.91,1.573291898,1.381594181,1.52343905,11209057
"Escherichia coli","Bulgaria","Eastern","BG",2014,0.20212766,18.6023,666.4,7874.260904,8.5,45.8127737,7740,26.349,0.797,-0.246874854,0.0787379,-0.046017233,7223938
"Escherichia coli","Cyprus","Southern","CY",2014,0.130718954,22.1873,1846,27129.62612,6.78,44.73412633,26510,32.969,0.856,1.075781465,1.140383601,1.077018499,1152285
"Escherichia coli","Czechia","Eastern","CZ",2014,0.063844086,17.1151,1513,19744.55861,7.65,14.08199221,18800,26.616,0.879,0.36779505,1.017592907,1.15218091,10525347
"Escherichia coli","Germany","Western","DE",2014,0.030204612,13.3729,5291,47959.99327,10.96,12.86283284,47620,22.81,0.93,1.838379741,1.731391549,1.856834173,80982500
"Escherichia coli","Denmark","Northern","DK",2014,0.018610985,15.1744,6381,62548.98473,10.17,13.77456188,63670,12.59,0.928,2.247260332,1.819007277,2.096355438,5643475
"Escherichia coli","Estonia","Northern","EE",2014,0.034653465,10.2215,1237,20367.10266,6.12,22.62244374,18990,31.731,0.865,1.303455591,1.016679525,1.372891307,1314545
"Escherichia coli","Greece","Southern","EL",2014,0.10707804,29.1725,1725,21760.9798,7.95,36.63310707,22180,22.298,0.866,-0.122388072,0.398586392,0.36259988,10892413
"Escherichia coli","Spain","Southern","ES",2014,0.052975576,17.0698,2671,29461.55033,9.02,24.36438203,29130,20.634,0.88,0.629841745,1.1597054,0.952644229,46480882
"Escherichia coli","Finland","Northern","FI",2014,0.022181146,16.5944,4740,50260.29986,9.49,18.92360151,49390,14.825,0.918,2.165774584,1.998275638,2.100273371,5461512
"Escherichia coli","France","Western","FR",2014,0.034760656,23.1241,4988,43011.2631,11.57,9.845147282,43320,20.606,0.887,1.314697027,1.403170347,1.474639177,66312067
"Escherichia coli","Croatia","Southern","HR",2014,0.059813084,17.7681,909.4,13600.19439,6.7,11.2752825,13260,44.077,0.827,0.219041422,0.692963302,0.319685102,4238389
"Escherichia coli","Hungary","Eastern","HU",2014,0.081926204,14.0211,1006,14246.1098,7.09,28.36090922,13540,29.773,0.833,0.164560184,0.533443689,0.501931071,9866468
"Escherichia coli","Ireland","Northern","IE",2014,0.046857568,19.5123,5392,55492.98268,9.65,14.03183043,46320,37.66,0.92,1.604880452,1.597104549,1.779152513,4657740
"Escherichia coli","Iceland","Northern","IS",2014,0.014184397,17.1125,4476,54241.93466,8.28,17.98097789,48230,6.333,0.924,1.827839136,1.491399884,1.708532214,327386
"Escherichia coli","Italy","Southern","IT",2014,0.136522754,22.6266,3190,35518.41529,9.01,22.13684618,34890,30.728,0.874,-0.029641563,0.374144018,0.37739116,60789140
"Escherichia coli","Lithuania","Northern","LT",2014,0.025773196,13.126,1021,16548.40641,6.2,31.49276078,16040,32.892,0.852,0.558858037,0.982653379,0.939177334,2932367
"Escherichia coli","Luxembourg","Western","LU",2014,0.038147139,21.5989,6681,118823.6484,5.56,11.05491295,76470,10.116,0.895,2.073182344,1.65443325,1.906487703,556319
"Escherichia coli","Latvia","Northern","LV",2014,0.024539877,10.624,855.6,15740.32675,5.47,39.10600841,15300,32.048,0.836,0.415365428,0.958550274,0.872382939,1993782
"Escherichia coli","Malta","Southern","MT",2014,0.067164179,20.4509,2462,26008.82772,9.37,36.38644814,24260,5.653,0.868,0.851744354,1.028361678,1.193639755,434558
"Escherichia coli","Netherlands","Western","NL",2014,0.021478599,9.4164,5594,52830.17423,10.57,11.58756539,51980,10.31,0.925,1.990493894,1.817106485,1.980402589,16865008
"Escherichia coli","Norway","Northern","NO",2014,0.019630823,15.5436,9118,97019.18275,9.33,14.37853277,104560,19.308,0.945,2.226565599,1.828457475,2.029048204,5137232
"Escherichia coli","Poland","Eastern","PL",2014,0.055555555,19.8834,911.3,14347.91458,6.35,23.01104367,13680,39.597,0.853,0.635148048,0.827383578,0.840595961,38011735
"Escherichia coli","Portugal","Southern","PT",2014,0.081779916,16.5963,1987,22074.30076,9.02,27.70278156,21190,37.064,0.84,0.947626293,0.988590837,1.137530565,10401062
"Escherichia coli","Romania","Eastern","RO",2014,0.144295302,26.6204,503.3,10026.97358,5.03,20.31369954,9680,46.1,0.803,-0.112616196,-0.025993757,0.165362,19908979
"Escherichia coli","Sweden","Northern","SE",2014,0.02022365,12.4811,6628,60020.36046,11.13,15.51090479,61690,13.753,0.929,2.153375149,1.803889275,1.992006302,9696110
"Escherichia coli","Slovenia","Southern","SI",2014,0.070723684,11.6207,2060,24214.92207,8.51,12.98344582,23610,46.443,0.886,0.726776481,1.005159855,1.001514196,2061980
"Escherichia coli","United Kingdom","Northern","UK",2014,0.043773219,18.5446,4601,47425.60768,9.76,14.97426927,44330,17.635,0.918,1.738477588,1.626729727,1.889571428,64602298
"Escherichia coli","Austria","Western","AT",2015,0.029258098,12.0588,4611,44178.04738,10.37,19.09111291,47450,42.285,0.906,1.519275665,1.47912693,1.855246663,8642699
"Escherichia coli","Belgium","Western","BE",2015,0.034573304,22.751,4171,40991.80814,10.28,17.53991246,45540,2.124,0.913,1.57330668,1.438440561,1.463494301,11274196
"Escherichia coli","Bulgaria","Eastern","BG",2015,0.126373626,18.8214,572,7053.603706,8.2,47.66826928,7450,26.01,0.807,-0.264645517,0.208683118,-0.097004414,7177991
"Escherichia coli","Cyprus","Southern","CY",2015,0.097560976,26.593,1582,23333.71491,6.81,44.32916045,25960,33.054,0.864,1.007443786,1.048619509,1.039910555,1160985
"Escherichia coli","Czechia","Eastern","CZ",2015,0.068562401,17.3704,1284,17715.61685,7.24,14.82839435,18260,26.523,0.882,0.433735937,1.046509385,1.148088455,10546059
"Escherichia coli","Germany","Western","DE",2015,0.029845778,13.1123,4617,41139.54457,11.09,12.98534572,45850,22.8,0.933,1.837888479,1.736830235,1.794997096,81686611
"Escherichia coli","Denmark","Northern","DK",2015,0.025160009,15.3071,5469,53254.856,10.23,13.67477924,60510,12.474,0.926,2.211076021,1.847928524,2.042371035,5683483
"Escherichia coli","Estonia","Northern","EE",2015,0.051502146,10.5025,1112,17522.23019,6.39,22.78413773,18680,31.584,0.871,1.293648124,1.067977548,1.331910014,1315407
"Escherichia coli","Greece","Southern","EL",2015,0.106992418,31.2566,1465,18167.77372,8.09,36.42956913,20320,21.954,0.868,-0.076613776,0.256060988,0.267145306,10820883
"Escherichia coli","Spain","Southern","ES",2015,0.055018703,17.4888,2352,25732.01836,9.11,23.78713787,28430,20.398,0.885,0.583900213,1.174035192,0.901592016,46444832
